Site,Country,Zone,Latitude,Longitude,Distance,Walk,Easytofind,Publicaccess,Specialaccess,Wavequality,Experience,Frequency,Type,Direction,Bottom,Power,Normallength,Gooddaylength,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec
Motutapu,Cook,Baja Norte,-21.24486667,-159.7234833,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,,Experienced surfers,Sometimes break,Reef-coral,Right,Reef (coral; sharp rocks etc..),Powerful,Short (&amp;lt; 50m),,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,2,1,3,0,3,4,3,0,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,19,23,16,15,14,13,18,25,18,19
hanga_Poukura,Easter,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Don't know,By plane only,Totally Epic,Pros or kamikaze only...,Regular,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,3,0,2,3,5,2,-1,3,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,18,21,18,17,17,11,13,21,22,21,19
Mataveri,Easter,Baja Norte,-27.17031667,-109.4497,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,World Class,Experienced surfers,Regular,Point-break,Left,Boulders,Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,3,3,4,2,3,1,2,4,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,20,19,18,14,16,18,15,25,18,13
motu_hava,Easter,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,By plane only,Normal,All surfers,Regular,Reef-rocky,Right and left,Flat rocks,Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,1,3,2,3,3,5,1,3,0,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,18,15,19,20,19,11,14,18,19,24,16
apina,Easter,Baja Norte,-27.14781667,-109.4323333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,2,0,4,4,2,0,3,0,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,15,21,21,21,17,12,17,15,23,21,14
papa_tenga_roa,Easter,Baja Norte,-27.1699,-109.3872167,Take a car,Long walk (&gt;30 mn),OK,Public access,Don't know,World Class,Pros or kamikaze only...,Very consistent (150 day/year),Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey; Slab,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,3,2,1,4,2,0,-1,2,1,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,15,20,16,19,16,14,16,22,22,17
tahai,Easter,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,1,1,5,1,2,1,3,0,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,15,22,20,16,14,13,15,18,21,19,19
vai_uri,Easter,Baja Norte,-27.14006667,-109.42875,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,4,1,5,0,3,0,0,2,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,17,22,25,19,18,13,15,22,20,22,16
Beachouse,Fiji,Baja Norte,-18.23163333,177.7711833,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,-1,1,3,4,2,3,2,1,0,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,18,21,20,16,12,14,22,24,19,16
canoes,Fiji,Baja Norte,-17.84553333,177.18785,Surf trip,,,,Don't know,Normal,All surfers,Don't know,Reef-coral,Right,Reef (coral; sharp rocks etc..),Powerless,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,2,3,1,0,2,4,1,2,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,14,16,21,16,17,13,17,20,21,19,19
cloudbreak,Fiji,Baja Norte,-17.88595,177.18645,Sell the house; wife and kids,Don't know,Easy to find,Private access,By plane only,Choss,Pros or kamikaze only...,Very consistent (150 day/year),Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ordinary; Fun; Powerless; Ledgey; Slab,Exceptional (&gt;500m),Exceptional (&gt;500m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,1,1,1,2,3,0,0,1,4,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,19,20,25,16,12,12,14,22,26,19,15
desperations,Fiji,Baja Norte,-17.82225,177.1325667,Day trip,,OK,Public access,By boat only,Normal,Experienced surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,2,3,4,2,2,1,3,3,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,18,18,17,16,11,18,21,26,17,16
dorsey_s_reef,Fiji,Baja Norte,,,Take a car,Short walk (5-15 mn),Easy to find,Private access,Paddle &gt; 20mn or Boat,Regional Classic,All surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,0,2,4,5,2,5,4,0,2,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,14,15,21,21,14,12,15,18,26,24,15
frigates,Fiji,Baja Norte,,,Surf trip,,,Public access,By boat only,Totally Epic,Experienced surfers,Don't know,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful,Long (150 to 300 m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,0,2,3,4,6,1,-1,1,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,14,19,23,18,15,16,13,18,26,18,12
hideaway,Fiji,Baja Norte,-18.20126667,177.6486333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Don't know,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,3,3,3,2,1,2,4,2,1,1,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,19,21,17,19,11,16,20,21,19,18
king_kong_left_at_nagigia_island_resort,Fiji,Baja Norte,,,Surf trip,Don't know,Easy to find,Public access,Paddle &gt; 20mn or Boat,World Class,All surfers,Don't know,Reef-coral,Left,Reef (coral; sharp rocks etc..),,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,2,0,4,2,3,3,1,4,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,19,17,18,20,12,18,12,22,19,21,15
lighthouse,Fiji,Baja Norte,,,Surf trip,,Easy to find,Public access,By boat only,World Class,Pros or kamikaze only...,Rarely break (5day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Long (150 to 300 m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,-1,2,0,4,3,6,2,-1,2,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,15,16,20,17,12,15,15,18,23,24,15
macas__bend,Fiji,Baja Norte,,,Take a car,Don't know,Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,2,1,3,1,3,2,3,4,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,14,18,23,23,19,16,16,16,19,19,17
mini_cloudbreak,Fiji,Baja Norte,,,Surf trip,,Hard to find,Public access,By boat only,Regional Classic,Pros or kamikaze only...,Very consistent (150 day/year),Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,2,2,1,4,1,6,3,0,0,1,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,15,22,21,19,18,14,16,19,24,18,16
namotu_lefts,Fiji,Baja Norte,-17.84435,177.1803833,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Private access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful,Long (150 to 300 m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,2,4,3,3,1,5,2,3,0,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,21,21,18,23,19,11,16,21,24,18,16
natadora_beach,Fiji,Baja Norte,,,Take a car,,,Public access,Don't know,Sloppy,All surfers,Don't know,Beach-break,Right and left,Sandy with rock,Fun; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,1,3,3,4,0,2,2,2,4,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,18,25,23,12,16,15,19,20,18,12
natadola_reef,Fiji,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,-1,3,2,3,1,2,2,2,0,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,20,15,22,16,14,12,19,16,24,22,12
Numbotini,Fiji,Baja Norte,,,Day trip,Long walk (&gt;30 mn),Hard to find,Public access,By boat only,Totally Epic,Experienced surfers,Sometimes break,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,1,4,2,1,6,2,1,3,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,18,18,18,19,19,18,16,20,22,17,17
pipes,Fiji,Baja Norte,,,Day trip,Long walk (&gt;30 mn),OK,Private access,By boat only,Regional Classic,Experienced surfers,Don't know,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,0,0,0,4,3,3,2,2,1,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,14,20,19,19,19,12,17,18,20,20,15
Rangs,Fiji,Baja Norte,-16.18038333,179.0501833,Day trip,Don't know,Easy to find,Public access,By boat only,Normal,All surfers,Regular,,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,4,2,4,0,6,3,1,0,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,15,15,23,19,15,13,13,16,25,24,13
restaurants,Fiji,Baja Norte,,,Surf trip,Short walk (5-15 mn),Easy to find,Public access,By boat only,Totally Epic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Fun,Normal (50 to 150m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,4,2,3,1,6,2,0,1,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,20,17,20,20,13,11,16,22,26,21,19
rotuma,Fiji,Baja Norte,,,Don't know,Don't know,OK,Public access,Don't know,Totally Epic,Experienced surfers,Regular,Reef-coral,Right and left,Don't know,Hollow; Powerful,Don't know,Don't know,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,4,1,2,0,3,0,1,2,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,18,20,16,15,13,16,18,26,23,12
serua_rights,Fiji,Baja Norte,-18.29688333,177.9303667,Day trip,Short walk (5-15 mn),OK,Private access,By boat only,Normal,All surfers,Don't know,Reef-coral,Right,Reef (coral; sharp rocks etc..),Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,-1,0,0,5,4,2,3,2,4,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,20,19,23,14,16,16,18,21,18,18
sigatoka_rivermouth,Fiji,Baja Norte,-18.1737,177.5092667,Day trip,Short walk (5-15 mn),OK,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Rivermouth,Right and left,Sandy,Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,0,2,4,4,0,5,3,2,2,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,18,18,16,13,15,14,15,26,21,16
sunset_waya,Fiji,Baja Norte,,,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Private access,By boat only,,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,2,3,5,2,3,3,-1,3,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,20,19,19,16,15,16,21,24,17,16
suva_harbor_entrance,Fiji,Baja Norte,,,Surf trip,Don't know,OK,Public access,Paddle &gt; 20mn or Boat,Sloppy,Beginners wave,Sometimes break,Reef-coral,Right,Reef (coral; sharp rocks etc..),Ordinary; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,1,1,3,3,2,0,1,0,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,19,18,19,13,14,17,22,26,22,12
swimming_pools,Fiji,Baja Norte,,,Sell the house; wife and kids,Instant access (&amp;lt; 5min),Easy to find,Private access,Paddle &gt; 20mn or Boat,World Class,All surfers,Sometimes break,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Fun,Long (150 to 300 m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,3,1,2,1,2,3,3,0,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,16,20,22,18,17,19,19,20,18,15
tavewa,Fiji,Baja Norte,-30.32428333,153.1617667,Sell the house; wife and kids,,Hard to find,Public access,By boat only,Regional Classic,All surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Fast,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,-1,1,4,1,1,6,1,0,1,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,14,19,25,18,14,11,17,18,21,17,14
uatotoka,Fiji,Baja Norte,,,Surf trip,,Hard to find,,By boat only,World Class,Experienced surfers,Sometimes break,Reef-coral,Right,Reef (coral; sharp rocks etc..),Fast; Powerful,Long (150 to 300 m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,2,1,0,4,1,6,2,3,3,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,14,15,20,19,17,17,19,21,24,21,17
Vesi_Passage__Kadavu_,Fiji,Baja Norte,,,Don't know,Don't know,Don't know,Don't know,Don't know,World Class,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right and left,,Powerful,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,-1,0,2,1,1,5,4,0,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,17,23,21,13,18,15,20,20,17,17
Vinakaland,Fiji,Baja Norte,-19.15295,179.7332333,Surf trip,Long walk (&gt;30 mn),Hard to find,Public access,By boat only,World Class,Pros or kamikaze only...,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,0,1,5,2,4,3,-1,3,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,17,25,16,13,16,19,21,22,21,17
wilkes,Fiji,Baja Norte,-17.84153333,177.1694833,Surf trip,Don't know,Easy to find,Public access,By boat only,Regional Classic,All surfers,Very consistent (150 day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,-1,0,3,4,2,2,0,2,2,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,20,18,16,17,14,18,22,21,17,16
Fanning_Island,Kiribati,Baja Norte,3.858083333,-159.3645833,In the city,Instant access (&amp;lt; 5min),Easy to find,Don't know,Paddle &gt; 20mn or Boat,Normal,All surfers,Regular,Point-break,Left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Powerful; Ordinary; Fun; Slab,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,2,3,1,1,4,4,3,2,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,19,16,24,18,17,11,19,21,22,23,17
Naa,Kiribati,Baja Norte,1.638666667,172.9590333,Sell the house; wife and kids,Long walk (&gt;30 mn),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Regular,Point-break,Right,Reef (coral; sharp rocks etc..),,Long (150 to 300 m),Exceptional (&gt;500m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,0,1,3,3,4,4,0,3,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,22,23,19,12,15,12,18,19,21,19
lanya_s,Mariana_Islands,Baja Norte,,,Day trip,,Easy to find,Public access,By boat only,Regional Classic,Pros or kamikaze only...,Sometimes break,Reef-coral,,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Long (150 to 300 m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,3,3,2,3,3,2,3,4,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,19,15,21,17,16,17,16,17,20,21,13
Federated_States_of_Micronesia,Micronesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,0,3,0,4,1,6,2,-1,0,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,18,18,19,15,18,16,21,24,23,17
Guam,Micronesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,2,4,2,0,2,0,3,4,1,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,21,22,20,17,15,16,19,15,24,23,16
Archer_s_Spot,Nauru,Baja Norte,-0.543966667,166.9525833,Don't know,Don't know,Easy to find,Don't know,Don't know,Normal,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,3,0,1,1,3,4,3,3,3,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,15,20,16,17,17,13,17,22,20,18
