Spot,Country,Zone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec
russian_beach,UAE,UAE2,25.23138333,55.25995,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Take a car,Right and left,North; NorthWest,Rising and falling tides,Empty,Fun; Powerless,Sandy,Easy to find,,Short (&amp;lt; 50m),Beginners wave,Instant access (&amp;lt; 5min),Public access,Sometimes break,Normal,Normal (50 to 150m),Few surfers,Don't know,Beach-break,Mid tide,,,3,0,3,3,3,4,6,3,1,4,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,18,24,22,13,12,19,19,24,22,15
sunset_beach,UAE,UAE1,25.156,55.19856667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,In the city,Right and left,,,Empty,Ordinary,Sandy,Easy to find,,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Sand-bar,,,,2,0,4,2,4,3,5,2,2,2,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,18,21,21,12,14,15,22,25,23,15
surfer_s_beach,UAE,UAE2,25.16485,55.20741667,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,In the city,Right and left,SouthEast,Rising and falling tides,Few surfers,Fun,Sandy,Easy to find,NorthWest,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Beach-break,All tides,,,3,3,2,4,4,4,6,2,1,4,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,18,20,18,13,14,15,20,25,21,12
tim_s_reef,UAE,UAE3,25.49278333,56.36318333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Day trip,Right,NorthWest; West; SouthWest,,Empty,Ordinary,Reef (coral; sharp rocks etc..),Easy to find,SouthEast; East,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Normal,Short (&amp;lt; 50m),Empty,4x4,Reef-rocky,,,,2,2,4,4,4,1,5,1,1,3,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,20,16,19,21,15,12,16,18,25,22,16
tores_point,UAE,UAE2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Surf trip,Right,North; NorthWest; NorthEast,,Empty,Hollow; Fast; Fun,Sandy,Hard to find,South; SouthEast,Short (&amp;lt; 50m),All surfers,Long walk (&gt;30 mn),Public access,Don't know,Regional Classic,Normal (50 to 150m),Empty,4x4,Reef-rocky,All tides,,,2,2,1,3,3,3,6,3,2,3,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,15,21,18,13,15,15,22,22,23,13
UAQ_Beach,UAE,UAE1,25.6048,55.5789,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Take a car,Right,,,Empty,Fun; Powerless,Sandy with rock,OK,,,All surfers,Short walk (5-15 mn),Don't know,Sometimes break,Sloppy,,Empty,Don't know,Breakwater/jetty,,,,4,0,4,1,3,1,5,1,0,3,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,19,21,18,15,14,16,19,27,25,16
wild_wadi,UAE,UAE2,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,In the city,Right,North; NorthWest; West; SouthWest; South; SouthEast; East; NorthEast,Rising and falling tides,Few surfers,Hollow,Sandy,Easy to find,North; NorthWest; West; SouthWest; South; SouthEast; East; NorthEast,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Totally Epic,Short (&amp;lt; 50m),Ultra crowded,Don't know,Beach-break,All tides,,,4,0,2,2,5,4,5,1,2,3,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,18,20,22,15,11,16,23,26,21,14
qulansiyah,Yemen,Yemen2,12.71231667,53.50478333,Starts working at Less than 1m / 3ft and holds up to ,Take a car,Left,NorthWest; West,Rising tide,Empty,Fun,Sandy,OK,West; SouthWest; South; SouthEast,Very Long (300 to 500 m),All surfers,Long walk (&gt;30 mn),Public access,Sometimes break,,Normal (50 to 150m),Empty,Paddle &gt; 20mn or Boat,Sand-bar,,,,3,0,2,2,2,3,6,1,3,2,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,20,16,21,21,15,11,17,23,27,25,16
Great_Lakes,Canada,Canada1,,,Starts working at Less than 1m / 3ft and holds up to ,Take a car,Left,NorthWest; West,Rising tide,Empty,Fun,Sandy,OK,West; SouthWest; South; SouthEast,Very Long (300 to 500 m),All surfers,Long walk (&gt;30 mn),Public access,Sometimes break,,Normal (50 to 150m),Empty,Paddle &gt; 20mn or Boat,Sand-bar,,,,4,0,2,1,4,1,3,1,3,2,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,17,15,19,17,15,14,14,22,23,26,17
West_Coast,Canada,Canada2,,,Starts working at Less than 1m / 3ft and holds up to ,Take a car,Left,NorthWest; West,Rising tide,Empty,Fun,Sandy,OK,West; SouthWest; South; SouthEast,Very Long (300 to 500 m),All surfers,Long walk (&gt;30 mn),Public access,Sometimes break,,Normal (50 to 150m),Empty,Paddle &gt; 20mn or Boat,Sand-bar,,,,3,2,1,3,2,3,4,2,2,4,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,16,21,19,13,13,19,20,27,21,12
East_Coast,Canada,Canada3,,,Starts working at Less than 1m / 3ft and holds up to ,Take a car,Left,NorthWest; West,Rising tide,Empty,Fun,Sandy,OK,West; SouthWest; South; SouthEast,Very Long (300 to 500 m),All surfers,Long walk (&gt;30 mn),Public access,Sometimes break,,Normal (50 to 150m),Empty,Paddle &gt; 20mn or Boat,Sand-bar,,,,4,3,3,4,3,1,6,3,0,2,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,14,19,22,17,13,15,19,27,26,12
Bates_Island__Ottawa_River,Canada,Canada2,45.40975,-75.75686667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,In the city,Left,Don't know,Don't know,Few surfers,Fast; Fun,Sandy with rock,Easy to find,Don't know,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Rarely break (5day/year),Regional Classic,Short (&amp;lt; 50m),Few surfers,,Rivermouth,Don't know,,,3,3,1,4,3,1,5,1,0,4,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,16,23,21,13,11,14,21,25,26,16
Chambly_Rapids,Canada,Canada3,45.44613333,-73.26243333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,2,1,3,1,5,1,3,3,0,4,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,15,21,17,13,15,16,22,24,24,13
Inland,USA,USA3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,4,1,1,3,5,3,3,3,3,1,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,14,20,18,14,12,19,23,23,21,15
Hawaii,USA,USA1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,4,2,3,1,3,4,3,1,3,4,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,17,24,20,15,10,18,18,24,26,16
California,USA,USA2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,1,0,1,4,3,3,6,2,0,1,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,18,19,22,15,12,17,18,22,22,17
North_West,USA,USA1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,1,0,1,4,2,1,4,1,1,1,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,19,14,22,21,13,12,18,20,25,26,13
North_East,USA,USA1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,3,1,1,4,3,4,4,2,1,3,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,16,20,19,12,14,18,19,22,23,13
South_East,USA,USA1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,2,3,4,4,5,3,3,4,1,2,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,15,23,18,13,12,18,21,25,25,16
Gulf_Coast,USA,USA2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,1,2,1,2,3,3,4,3,3,3,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,20,17,20,18,17,13,16,20,26,21,15
Alaska,USA,USA2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,1,3,1,4,2,1,4,2,1,1,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,19,22,17,14,11,16,18,26,22,13
North,Argentina,Argentina3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,2,0,4,2,3,4,5,1,1,2,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,16,22,18,15,11,15,22,27,26,16
South,Argentina,Argentina2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,2,2,3,1,4,2,5,4,1,4,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,20,17,24,22,17,11,17,21,25,22,17
Amapa,Brazil,Brazil2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,1,3,1,3,3,2,3,2,1,3,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,20,18,20,17,14,10,15,20,27,25,16
Para,Brazil,Brazil1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,4,3,2,3,5,1,3,4,3,3,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,18,19,22,17,13,18,18,25,26,12
Maranhao,Brazil,Brazil1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,4,1,3,3,4,2,3,1,3,3,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,18,21,20,15,15,15,22,25,23,13
Ceara,Brazil,Brazil1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,2,1,3,4,3,2,5,2,2,1,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,18,15,23,17,17,11,14,21,23,21,12
Fernando_do_Noronha,Brazil,Brazil3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,3,2,3,1,3,4,6,4,0,1,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,16,23,19,12,11,14,20,25,26,14
Rio_Grande_Do_Norte,Brazil,Brazil2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,4,1,4,2,2,4,5,4,2,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,16,23,17,13,13,16,22,22,25,16
Paraiba_Pernambucco,Brazil,Brazil3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,3,3,3,4,3,4,5,2,1,3,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,18,19,20,17,11,16,20,22,25,12
Sergipe-Alagoas,Brazil,Brazil1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,4,2,3,4,2,4,5,2,1,3,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,14,20,20,15,10,18,23,23,25,13
Bahia_Sul,Brazil,Brazil1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,4,3,3,4,3,3,4,1,1,3,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,19,22,22,15,11,15,18,27,24,12
Bahia_North_Coast,Brazil,Brazil3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,2,0,2,2,5,2,6,2,3,4,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,16,21,17,17,12,15,22,24,23,16
Espirito_Santo,Brazil,Brazil2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,1,2,3,3,4,3,6,2,3,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,16,23,19,16,13,18,18,22,22,12
Rio_de_Janeiro_Norte,Brazil,Brazil3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,4,3,2,3,5,3,5,4,3,3,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,16,23,20,14,15,15,18,22,23,17
Rio_de_Janeiro_City,Brazil,Brazil1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,3,1,3,2,3,3,4,2,1,4,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,14,20,17,12,14,14,20,25,23,16
Sao_Paulo_North_Coast,Brazil,Brazil2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,1,1,3,4,3,3,5,3,1,1,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,17,19,21,17,15,17,23,22,25,17
Sao_Paulo_South_Coast,Brazil,Brazil2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,3,3,4,3,5,4,4,4,0,3,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,17,20,18,15,12,17,21,25,22,13
Parana,Brazil,Brazil1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,3,2,3,3,3,1,5,4,3,1,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,14,23,20,17,13,19,23,26,22,17
Santa_Catarina_North,Brazil,Brazil1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,3,1,4,2,5,1,6,4,0,3,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,14,21,22,14,10,14,20,24,22,15
Florianopolis,Brazil,Brazil2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,4,0,2,4,2,2,3,2,1,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,16,19,24,21,16,13,17,21,24,24,13
Santa_Catarina,Brazil,Brazil2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,2,2,4,2,2,4,4,1,2,2,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,16,16,19,21,14,15,15,20,22,22,16
Rio_Grande_do_Sul,Brazil,Brazil3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,2,0,4,4,3,1,3,4,3,4,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,20,16,20,20,15,14,14,18,22,26,14
Antofagasta,Chile,Chile2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,1,3,2,3,5,4,3,2,3,3,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,16,20,17,13,14,16,22,25,21,13
Coquimbo,Chile,Chile3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,4,2,2,1,5,1,4,1,0,4,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,18,14,19,20,13,13,16,23,23,23,16
Tarapaca,Chile,Chile3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,4,0,1,4,3,1,3,2,2,2,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,14,23,21,15,12,19,23,24,24,16
Central_Santiago,Chile,Chile1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,In the city,Right and left,,Don't know,Few surfers,,Flat rocks,Easy to find,,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Rivermouth,Don't know,,,3,0,3,2,4,1,4,1,1,3,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,17,18,23,22,16,13,19,21,22,22,17
