Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Zone url,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec,Distance_num,Wave quality_num,Experience_num,Frequency_num,Normal length_num,Good day length_num
indian_head,North_America,USA,North_West,Oregon_North,,45.94371667,-123.9913167,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Sloppy,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Flat rocks with sand,Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West; SouthWest; South,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising tide,Empty,Ultra crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,5,2,2,4,1,1
lincoln_city,North_America,USA,North_West,Oregon_North,,44.97378333,-124.0171833,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,,Right and left,Sandy with rock,Hollow; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),North,North; NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,All tides,,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,3,3,3,3,2,3
Lincoln_City_-_Canyons,North_America,USA,North_West,Oregon_North,,44.95908333,-124.0217333,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,All surfers,Sometimes break,Sand-bar,Left,Sandy,Hollow,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,,,Few surfers,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,,4,2,2,1,2
Lincoln_City_-_Gleneden,North_America,USA,North_West,Oregon_North,,44.8732,-124.03895,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,,4,2,3,1,2
Lincoln_City_-_Roads_End,North_America,USA,North_West,Oregon_North,,45.02206667,-124.0109667,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Sandy with rock,Powerful,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West,SouthEast,Starts working at 2m-2.5m / 6ft-8ft and holds up to 4m+ / 12ft,,,,,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,,4,3,2,2,2
nelscott_reef,North_America,USA,North_West,Oregon_North,,44.94966667,-124.0263333,Take a car,Short walk (5-15 mn),OK,Public access,Paddle &gt; 20mn or Boat,World Class,Experienced surfers,Regular,Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Powerful,Normal (50 to 150m),Very Long (300 to 500 m),NorthWest; West; SouthWest,East,Starts working at 2.5m-3m / 8ft-10ft and holds up to 5m / 16 ft and over,Low and mid tide,Rising and falling tides,Few surfers,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,5,5,3,3,2,4
neakahine_point,North_America,USA,North_West,Oregon_North,,45.73291667,-123.9495167,Day trip,Long walk (&gt;30 mn),OK,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Point-break,Right,Boulders,Powerful,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,4,4,3,3,2,3
needles,North_America,USA,North_West,Oregon_North,,45.8821,-123.9671167,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Sloppy,Experienced surfers,Sometimes break,Beach-break,Right and left,Sandy with rock,Ordinary; Fun; Powerless,Short (&amp;lt; 50m),Long (150 to 300 m),West; SouthWest,East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,4,2,3,2,1,3
otter_rock,North_America,USA,North_West,Oregon_North,,44.77593333,-124.0735333,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Normal,All surfers,Regular,Point-break,Right,Sandy with rock,Ordinary; Fun; Powerless,Long (150 to 300 m),Very Long (300 to 500 m),North; NorthWest; West,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,5,3,2,3,3,4
gas_chambers,North_America,USA,North_West,Oregon_North,,45.21501667,-123.9731667,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Regional Classic,Experienced surfers,Regular,Sand-bar,Left,Sandy,Hollow; Fast; Powerful,Long (150 to 300 m),Very Long (300 to 500 m),NorthWest; West,NorthWest; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Low and mid tide,Rising and falling tides,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,4,4,3,3,3,4
pacific_city,North_America,USA,North_West,Oregon_North,,45.21863333,-123.9724667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Falling tide,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,6,3,2,3,1,2
Seaside_Cove,North_America,USA,North_West,Oregon_North,,45.97796667,-123.94115,In the city,Instant access (&amp;lt; 5min),Easy to find,Don't know,Don't know,Regional Classic,All surfers,Sometimes break,Reef-rocky,Right and left,Sandy with rock,Hollow; Fun,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest; West,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,6,4,2,2,2,3
seaside,North_America,USA,North_West,Oregon_North,,45.96153333,-123.9759,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,World Class,Experienced surfers,Don't know,Point-break,Left,Boulders,Hollow; Fast; Powerful,Long (150 to 300 m),Very Long (300 to 500 m),NorthWest; West,SouthWest; South,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,All tides,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,5,5,3,,3,4
short_sands,North_America,USA,North_West,Oregon_North,,45.75991667,-123.9666333,Day trip,Long walk (&gt;30 mn),Hard to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary,Normal (50 to 150m),,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Mid and high tide,,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,4,3,2,3,2,
smugglers_cove,North_America,USA,North_West,Oregon_North,,45.76033333,-123.9693833,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Beginners wave,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; SouthEast; East; NorthEast,North; NorthWest; SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,4,3,1,3,1,2
36th_Street,North_America,USA,North_East,New_Jersey,,39.15718333,-74.6859,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Sand-bar,Right and left,Sandy,Ordinary; Fun,Normal (50 to 150m),Long (150 to 300 m),North; South; SouthEast; East; NorthEast,NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Mid and high tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,6,3,2,4,2,3
38th_St__Beach,North_America,USA,North_East,New_Jersey,,39.38791667,-74.38631667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy,Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East; NorthEast,Don't know,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising tide,Crowded,Ultra crowded,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,6,3,2,3,2,3
57th_Street,North_America,USA,North_East,New_Jersey,,39.22155,-74.6357,Don't know,Don't know,Don't know,Don't know,Don't know,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),North; South; SouthEast; NorthEast,NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid tide,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,,3,2,3,2,2
lbi_-_5th_street_beach_haven,North_America,USA,North_East,New_Jersey,,39.56443333,-74.23316667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy,Powerful; Fun,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East; NorthEast,North; NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,5,3,2,3,2,2
allenhurst,North_America,USA,North_East,New_Jersey,,40.23633333,-73.99491667,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Regular,Breakwater/jetty,Right and left,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest; South; SouthEast; East,West; SouthWest; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,5,3,2,3,2,2
asbury_park,North_America,USA,North_East,New_Jersey,,40.22813333,-73.9953,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast; NorthEast,West,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,4,2,2,3,1,2
Avalon_-_15th_Street,North_America,USA,North_East,New_Jersey,,39.1026,-74.70911667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at 2m-2.5m / 6ft-8ft and holds up to 1m+ / 3ft+,Mid and high tide,Rising and falling tides,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,6,3,2,3,2,2
avalon_-_30th_street,North_America,USA,North_East,New_Jersey,,39.09266667,-74.71851667,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,,Right and left,Sandy,Fun,Normal (50 to 150m),Long (150 to 300 m),,SouthEast; East; NorthEast,Starts working at  and holds up to ,All tides,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,4,3,2,,2,3
bay_head,North_America,USA,North_East,New_Jersey,,40.07698333,-74.0395,Week-end trip,Short walk (5-15 mn),Easy to find,Private access,Don't know,Regional Classic,All surfers,Don't know,Sand-bar,Right and left,Sandy,,Normal (50 to 150m),Very Long (300 to 500 m),,,Starts working at  and holds up to ,All tides,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,3,4,2,,2,4
16_th_street_belmar,North_America,USA,North_East,New_Jersey,,40.17208333,-74.01543333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Hollow; Fast; Powerful; Ordinary; Fun,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at  and holds up to ,All tides,,Few surfers,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,5,3,2,3,2,3
bradley_beach,North_America,USA,North_East,New_Jersey,,40.19791667,-74.00605,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy,Ordinary; Fun; Powerless,Short (&amp;lt; 50m),Long (150 to 300 m),SouthWest; South,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,5,3,2,3,1,3
brick_beach2,North_America,USA,North_East,New_Jersey,,40.01473333,-74.05486667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Long (150 to 300 m),North; SouthEast; NorthEast,West,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid tide,Rising tide,Empty,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,5,3,2,,1,3
cape_may_ave,North_America,USA,North_East,New_Jersey,,39.68971667,-74.14285,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Normal,Experienced surfers,Very consistent (150 day/year),Sand-bar,Right and left,Sandy with rock,Powerful; Fun; Ledgey,Normal (50 to 150m),Long (150 to 300 m),North; East; NorthEast,NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,4,3,3,4,2,3
Castles,North_America,USA,North_East,New_Jersey,,39.41296667,-74.35256667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Sand-bar,Right and left,Sandy,Fun,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East; NorthEast,North; NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,5,4,2,3,2,3
chodes,North_America,USA,North_East,New_Jersey,,39.18225,-74.67021667,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,,,Sandy,Powerful; Ordinary; Fun; Powerless,Normal (50 to 150m),Long (150 to 300 m),NorthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,,,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,4,3,2,3,2,3
crystals,North_America,USA,North_East,New_Jersey,,39.36283333,-74.408,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Breakwater/jetty,Right and left,Sandy,Hollow; Fast; Powerful; Fun,Normal (50 to 150m),Normal (50 to 150m),North; East; NorthEast,North; NorthWest; West; SouthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,High tide only,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,6,4,2,3,2,2
diamond_beach,North_America,USA,North_East,New_Jersey,,38.96726667,-74.83276667,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Fun,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,,,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_East/New_Jersey/index.html,1,2,1,1,2,2,3,2,2,2,3,2,Survival Kit,Fullsuit,Fullsuit,Shorty,Springsuit,Fullsuit,36,48,63,72,61,50,37,55,73,84,72,55,6,3,2,2,2,3
