Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Zone url,BestSurfing_JanFeb, BestSurfing_MarApr, BestSurfing_MayJun, BestSurfing_JulAug, BestSurfing_SepOct, BestSurfing_NovDec, TypicalSwell_JanFeb, TypicalSwell_MarApr, TypicalSwell_MayJun, TypicalSwell_JulAug, TypicalSwell_SepOct, TypicalSwell_NovDec, SurfEquipment_JanFeb, SurfEquipment_MarApr, SurfEquipment_MayJun, SurfEquipment_JulAug, SurfEquipment_SepOct, SurfEquipment_NovDec, WaterTemp_JanFeb, WaterTemp_MarApr, WaterTemp_MayJun, WaterTemp_JulAug, WaterTemp_SepOct, WaterTemp_NovDec, AirTemp_JanFeb, AirTemp_MarApr, AirTemp_MayJun, AirTemp_JulAug, AirTemp_SepOct, AirTemp_NovDec
bells_beach,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.37181667,144.28105,Day trip,Short walk (5-15 mn),OK,Public access,Don't know,World Class,Experienced surfers,Don't know,Reef-rocky,Right,Flat rocks,Hollow,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South; SouthEast,,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,Mid and high tide,Rising tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
bird_rock,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.3561,144.2969833,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Experienced surfers,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthEast,North; NorthWest,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Blue_Moons,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.56698333,143.96655,Take a car,Short walk (5-15 mn),Easy to find,Private access,Don't know,Regional Classic,Experienced surfers,Rarely break (5day/year),Reef-rocky,Right,Reef (coral;sharp rocks etc..) with sand,,Long (150 to 300 m),Very Long (300 to 500 m),,,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
cathedral_rocks,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.50725,144.00435,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Experienced surfers,Don't know,Reef-rocky,Right,Sandy with rock,Hollow; Fast,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South,NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising tide,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Elliot_River,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.80233333,143.63955,Day trip,Short walk (5-15 mn),OK,Public access,Don't know,World Class,Experienced surfers,Regular,Reef-rocky,Left,Reef (coral;sharp rocks etc..) with sand,,Normal (50 to 150m),Very Long (300 to 500 m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Fairhaven,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.46958333,144.0849167,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),South,North,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Falling tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Hunters,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.48393333,144.0344333,Take a car,Short walk (5-15 mn),Easy to find,Private access,Don't know,Normal,Experienced surfers,Sometimes break,Point-break,Right,Reef (coral;sharp rocks etc..) with sand,,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Low tide only,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Hut_Gulley__Guvvos_,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.43146667,144.1565667,Week-end trip,,Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Sand-bar,Right and left,Sandy,Fast; Fun,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast,North; NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
jan_juc,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.3465,144.3102333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Fast; Ordinary; Fun; Ledgey,Normal (50 to 150m),Normal (50 to 150m),NorthWest,North; NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
kennet_river,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.66898333,143.8652833,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Point-break,Right,Flat rocks with sand,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),Don't know,Don't know,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Don't know,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
kennet_point,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.67071667,143.8672,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Point-break,Right,Flat rocks,Fun; Powerless,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South; SouthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low tide only,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Kerferd_Road_Pier,Australia_Pacific,Australia,VIC,Melbourne_West,,-37.85078333,144.9500333,In the city,,OK,Public access,Don't know,Choss,All surfers,Sometimes break,Breakwater/jetty,Right,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),South,SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,All tides,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
lorne,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.54065,143.97755,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Beginners wave,Don't know,Beach-break,Right and left,Sandy,Ordinary; Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast; East,West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,High tide only,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Lorne_-_S__A__s,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.55566667,143.9829167,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
lorne_point,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.54648333,143.9861333,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Don't know,Point-break,Right,Flat rocks with sand,Fun,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South; SouthEast; East,NorthWest; West; SouthWest; South,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Low tide only,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Melba_Parade,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.43036667,144.1727667,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Regional Classic,Experienced surfers,,Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),South,NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,Mid tide,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Moo_Cows,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.78911667,143.6513,Take a car,Good walk (15-30 mn),OK,Private access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
ocean_grove,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.27133333,144.5244667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Choss,Beginners wave,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West; SouthWest; South; SouthEast; East,North; NorthWest; NorthEast,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Mid and high tide,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Point_Addis,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.39415,144.25405,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,Mid and high tide,Rising tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
point_impossible,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.30751667,144.3764,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Reef-rocky,Right,Flat rocks with sand,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest; South,NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising tide,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
point_roadnight,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.42851667,144.1862,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Point-break,Right,Sandy with rock,Fun,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East,North; NorthWest; West,Starts working at 2m-2.5m / 6ft-8ft and holds up to 4m+ / 12ft,Low and mid tide,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Sledge_Hammers,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.71625,143.7803,Day trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Smythes,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.70536667,143.76455,Take a car,Short walk (5-15 mn),Easy to find,Public access,,World Class,Experienced surfers,Regular,Reef-rocky,Left,Flat rocks,Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South; SouthEast,North; NorthWest; NorthEast,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,Mid tide,Falling tide,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
soapys,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.42063333,144.1802167,Don't know,Don't know,Don't know,Don't know,Don't know,Normal,Experienced surfers,Regular,Reef-rocky,Right and left,Flat rocks,,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
steppy_s,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.48813333,144.0434667,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,All surfers,Regular,Sand-bar,Right,Don't know,,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Low and mid tide,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
steps,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.35735,144.2971667,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Reef-rocky,Right,Flat rocks with sand,Fast; Ordinary; Fun,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South,NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Low and mid tide,Rising tide,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
sunnymead,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.44928333,144.12105,Day trip,Long walk (&gt;30 mn),Hard to find,Public access,Don't know,Sloppy,Beginners wave,Sometimes break,Reef-rocky,Right,Sandy with rock,Fun; Powerless,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South,North; NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid tide,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
supertubes,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.4884,144.0281,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Fun; Ledgey; Slab,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest; South,North; NorthWest; West,Starts working at 2m-2.5m / 6ft-8ft and holds up to 4m+ / 12ft,Low tide only,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Toquay_Reef_Point,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.34153333,144.3272667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Flat rocks,Hollow; Fast; Powerful; Ordinary; Fun,Short (&amp;lt; 50m),Long (150 to 300 m),Don't know,Don't know,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,High tide only,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
torquay_front_beach,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.3358,144.3301,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right,Sandy,Ordinary; Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthEast,South; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
torquay_point,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.34193333,144.32225,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Point-break,Right,Sandy with rock,Fun,Long (150 to 300 m),Long (150 to 300 m),SouthWest; South; SouthEast,North; NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Low tide only,Falling tide,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Upper_Cathedral_Rock,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.5019,144.0073833,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right,Sandy with rock,Ordinary; Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),Don't know,Don't know,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
winki_pop,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.36145,144.2733167,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,World Class,Experienced surfers,Don't know,Reef-rocky,Right,,Hollow,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest; South,North; NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,All tides,Rising and falling tides,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
wye_river,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.63711667,143.8928333,Week-end trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,,Ordinary,,,South,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low tide only,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
