Spot,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,
plimmerton_bar,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Sloppy,Experienced surfers,Sometimes break,Sand-bar,Right,Sandy,Fun; Powerless,Very Long (300 to 500 m),Exceptional (&gt;500m),NorthWest,North; NorthWest; West; SouthWest; South; SouthEast; East; NorthEast,Starts working at 2.5m-3m / 8ft-10ft and holds up to 4m+ / 12ft,Low tide only,Rising tide,Empty,Empty,
pukerua_bay,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,,Sometimes break,Beach-break,Right and left,Sandy with rock,Fun,Short (&amp;lt; 50m),Long (150 to 300 m),NorthWest,NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Low and mid tide,,Empty,Empty,
ring_rolls,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Rivermouth,Right and left,Sandy,Hollow; Fast; Fun,Normal (50 to 150m),Normal (50 to 150m),SouthWest,NorthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low and mid tide,Falling tide,Empty,Empty,
scouts_den,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Good walk (15-30 mn),OK,Public access,Don't know,World Class,Experienced surfers,Regular,Sand-bar,Right,Sandy with rock,Hollow; Fast; Powerful; Fun; Ledgey,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West,SouthWest; South,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Few surfers,
te_ikaamaru_bay,New_Zealand,New_Zealand_NI,SW_Coast,,,,Day trip,Instant access (&amp;lt; 5min),Hard to find,Private access,4x4,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest,SouthWest; South,Starts working at 1.5m-2m /5ft-6ft and holds up to ,All tides,,Empty,Empty,
the_island,New_Zealand,New_Zealand_NI,SW_Coast,,-41.3498166667,174.7755,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,North; NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Few surfers,
the_pa,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West,South,Starts working at Less than 1m / 3ft and holds up to ,,,Empty,Few surfers,
the_rec_eastbourne,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast,South; SouthEast,Starts working at 2m-2.5m / 6ft-8ft and holds up to 4m+ / 12ft,Low and mid tide,Falling tide,Few surfers,Few surfers,
titahi_bay,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising tide,Few surfers,Few surfers,
titahi_bay_beach,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Fast; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; South,South; SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,Mid and high tide,Rising and falling tides,Empty,Crowded,
waitarere_beach,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Beginners wave,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest,East,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,High tide only,Rising tide,Empty,Empty,
aquatic_centre,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-artificial,Right and left,Flat rocks,Fun; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),North; NorthWest; West; SouthWest; South; SouthEast; East; NorthEast,North; NorthWest; West; SouthWest; South; SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,All tides,Rising and falling tides,Few surfers,Ultra crowded,
back_beach,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy with rock,Powerful,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest,South; SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Few surfers,Few surfers,
bell_block_reef,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,World Class,Pros or kamikaze only...,Sometimes break,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest,SouthEast; East,Starts working at 2m-2.5m / 6ft-8ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising and falling tides,Empty,Empty,
belt_road,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Fast; Ledgey,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest; West,SouthWest; South,Starts working at  and holds up to 2.5m+ / 8ft+,Mid and high tide,,Few surfers,Crowded,
bog_works,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,,Don't know,Regional Classic,Experienced surfers,Regular,Reef-coral,Right and left,Boulders,Powerful,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest,South; SouthEast; East,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,Low and mid tide,Rising and falling tides,Empty,Few surfers,
boulders_bay,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,,Right and left,Sandy with rock,Fast; Powerful; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),West,South; SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,,,Empty,Few surfers,
break_water,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,Take a car,Short walk (5-15 mn),OK,Public access,Paddle &gt; 20mn or Boat,World Class,Pros or kamikaze only...,Regular,Breakwater/jetty,Left,Sandy with rock,Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West,SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Empty,Empty,
conans,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Pros or kamikaze only...,Don't know,Rivermouth,Right and left,Boulders,Hollow; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South; SouthEast,NorthWest; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,,Few surfers,Few surfers,
fences,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,Day trip,Instant access (&amp;lt; 5min),OK,,4x4,Normal,All surfers,Don't know,Reef-rocky,Right and left,Sandy with rock,Hollow,Very Long (300 to 500 m),Exceptional (&gt;500m),SouthWest; South,North; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Few surfers,Few surfers,
fitzroy_beach,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,-39.04305,174.096566667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Don't know,Beach-break,Right and left,Sandy,Hollow; Fast,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West,South; SouthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising tide,Crowded,Ultra crowded,
frasers,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Instant access (&amp;lt; 5min),,,Paddle &gt; 20mn or Boat,World Class,Pros or kamikaze only...,Very consistent (150 day/year),Rivermouth,Right and left,Sandy with rock,Powerful,Short (&amp;lt; 50m),,West; SouthWest,,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,All tides,Rising tide,Empty,,
graveyards,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,All surfers,Regular,Reef-rocky,Right and left,Boulders,Ordinary,Normal (50 to 150m),Long (150 to 300 m),NorthWest,SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,
jareds,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Short walk (5-15 mn),OK,Public access,Don't know,Normal,All surfers,Regular,Reef-rocky,Right and left,Sandy with rock,Powerful,Normal (50 to 150m),Long (150 to 300 m),South,NorthWest; East,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Few surfers,Few surfers,
Kumera_Patch,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,Take a car,Good walk (15-30 mn),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Reef-rocky,Left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising tide,Empty,Few surfers,
mikotai,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Sandy with rock,Powerful,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest,SouthEast; East; NorthEast,Starts working at 2m-2.5m / 6ft-8ft and holds up to 3m+ / 10ft+,Low tide only,Rising and falling tides,Empty,Empty,
mokau,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,4x4,Regional Classic,Experienced surfers,Regular,Sand-bar,Right and left,Sandy,Powerful,Normal (50 to 150m),Normal (50 to 150m),SouthWest; NorthEast,East; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,Mid and high tide,Falling tide,Few surfers,Few surfers,
op,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,-39.4557666667,173.844183333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Fast; Powerful; Ledgey,Normal (50 to 150m),Normal (50 to 150m),SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Don't know,Don't know,Few surfers,Few surfers,
ours,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,Take a car,Good walk (15-30 mn),OK,Public access,By boat only,Regional Classic,Pros or kamikaze only...,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,High tide only,Rising tide,Empty,,
Pines,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,Take a car,Long walk (&gt;30 mn),Hard to find,Private access,Don't know,Totally Epic,Experienced surfers,Sometimes break,Point-break,Left,Sandy with rock,Hollow; Fast; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),,West; SouthWest; South,Starts working at 1.5m-2m /5ft-6ft and holds up to 5m / 16 ft and over,Mid tide,Rising and falling tides,Empty,Empty,
puniho_road,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,Take a car,Short walk (5-15 mn),Easy to find,,Don't know,Regional Classic,,Regular,Reef-rocky,Right and left,Boulders,Powerful,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West; SouthWest,South; SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,,,Few surfers,Few surfers,
rocky_pt,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Left,Boulders,Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Few surfers,Crowded,
secrets,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Sloppy,Beginners wave,Sometimes break,Beach-break,Right and left,Sandy,Hollow; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising tide,Empty,Few surfers,
stent_road,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,-39.2269333333,173.774533333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Experienced surfers,Don't know,Point-break,Right,Boulders,Fast; Powerful; Ledgey,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest,East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Mid and high tide,Rising and falling tides,Crowded,Crowded,
the_groyne,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Beach-break,Right and left,Sandy with rock,,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,Mid tide,Rising and falling tides,Few surfers,Crowded,
waitara_wbbrc_-surf_club_side,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Reef-rocky,,Flat rocks with sand,Ordinary,Normal (50 to 150m),Normal (50 to 150m),North; NorthWest; West; SouthWest,South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Empty,Few surfers,
waiwakaiho,New_Zealand,New_Zealand_NI,West_Coast_Taranaki,,,,Take a car,Short walk (5-15 mn),,,Don't know,Totally Epic,All surfers,Regular,Reef-rocky,Right and left,Flat rocks,Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,High tide only,Rising tide,Empty,Few surfers,
barrels,New_Zealand,New_Zealand_NI,West_Coast_Auckland,,,,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Point-break,Right and left,Sandy with rock,Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising tide,Few surfers,Crowded,
bethells,New_Zealand,New_Zealand_NI,West_Coast_Auckland,,-36.9006333333,174.445383333,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy with rock,Hollow; Fast; Powerful,Long (150 to 300 m),Long (150 to 300 m),North; NorthWest; West; SouthWest,North; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,All tides,Rising and falling tides,Empty,Crowded,
bogan_river,New_Zealand,New_Zealand_NI,West_Coast_Auckland,,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,4x4,Normal,Experienced surfers,Very consistent (150 day/year),Rivermouth,Right and left,Sandy,Hollow; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest,East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,All tides,Rising and falling tides,Few surfers,Few surfers,
bone_yards,New_Zealand,New_Zealand_NI,West_Coast_Auckland,,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Paddle &gt; 20mn or Boat,Normal,Experienced surfers,Regular,Reef-rocky,Left,Boulders,Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,South,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Empty,Few surfers,
Karekare,New_Zealand,New_Zealand_NI,West_Coast_Auckland,,-36.9891166667,174.471466667,Take a car,Instant access (&amp;lt; 5min),Easy to find,,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest,East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising and falling tides,Empty,Crowded,
kariotahi,New_Zealand,New_Zealand_NI,West_Coast_Auckland,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Regional Classic,Experienced surfers,Sometimes break,Beach-break,Right and left,Sandy,Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest; South,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,All tides,Rising and falling tides,Few surfers,Few surfers,
long_bay_reef___point,New_Zealand,New_Zealand_NI,West_Coast_Auckland,,,,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Rarely break (5day/year),Reef-rocky,Right and left,Flat rocks,Hollow; Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),East; NorthEast,West; SouthWest,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Crowded,
manakau_bar,New_Zealand,New_Zealand_NI,West_Coast_Auckland,,,,Take a car,Short walk (5-15 mn),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Beginners wave,Very consistent (150 day/year),Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful,Long (150 to 300 m),Very Long (300 to 500 m),NorthWest; West,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,Low tide only,Rising and falling tides,Empty,Empty,
